sentence,aspect,polarity
a II ms hospital measure ensures that you get the highest quality of care and it has top notch facilities and amenities,"['ms', 'hospital', 'measure', 'amenities', 'facilities']","['Positive', 'Neutral', 'Positive', 'Positive', 'Positive']"
"this hospital is one of the oldest hospitals and they have the best doctors , technicians and paramedics who take amazing care of you","['hospitals', 'hospital', 'paramedics', 'doctors', 'oldest']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
"Nav j Ivan hospital Ashok Nagar Gora kh pur did my mothers surgery really well and it was a really complicated surgery , but they ensured that my mother was well taken care of so I am very thankful to the doctors","['surgery', 'gora', 'hospital', 'doctors', 'nagar']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
all the doctors at this hospital have good years of experience so you can definitely trust them without fear,"['hospital', 'trust', 'doctors', 'experience', 'definitely']","['Neutral', 'Positive', 'Positive', 'Positive', 'Positive']"
the doctors at Narayan hospital trauma and multi specialty center phase Gora kh pair have amazing credentials and the rating of the hospital is also really good,"['gora', 'hospital', 'specialty', 'narayan', 'doctors']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
we went to rani d ha Dante ka hospital rani d ha Gora kWh par after consulting a doctor from another hospital and this doctor gave us a safe and accurate diagnosis and told us not to go for surgery,"['gora', 'surgery', 'diagnosis', 'rani', 'hospital']","['Neutral', 'Negative', 'Neutral', 'Neutral', 'Neutral']"
I am glad that I admitted my father here,"['admitted', 'father', 'glad']","['Positive', 'Neutral', 'Positive']"
they also have the best doctors who can make use of the technology,"['doctors', 'technology', 'best', 'use', 'make']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
"there are a lot of amenities and facilities that Harley r ram hospital Madurai main Madurai gives its patients , which are specialist units ICUs diagnostic rooms , surgery rooms and treatment rooms so no matter what you are suffering from you will get a solution here","['madurai', 'hospital', 'facilities', 'amenities', 'patients']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
"I stayed at an and eye hospital corp age Nagar , Madurai for a night and everything was well taken care of for me","['nagar', 'hospital', 'madurai', 'stayed', 'eye']","['Neutral', 'Neutral', 'Neutral', 'Positive', 'Neutral']"
"everyone in Aditya multi specialty hospital , Harvey Patti Madurai from the staff to the maid is great and they know how to treat their patients well","['hospital', 'madurai', 'patients', 'aditya', 'maid']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
they helped me get to the toilet and do my exercises that I was recommended and they were invested in me getting alright like I was a part of their family,"['family', 'toilet', 'helped', 'exercises', 'invested']","['Positive', 'Neutral', 'Positive', 'Neutral', 'Positive']"
the critical care units are fully equipped as well,"['critical', 'units', 'care', 'equipped', 'fully']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
Osama Habib bash rat pours Gora kh pair has all the emergency equipment that is needed in the ICU and they analyze the reports really well and give a proper diagnosis,"['icu', 'diagnosis', 'emergency', 'equipment', 'gora']","['Neutral', 'Positive', 'Positive', 'Positive', 'Neutral']"
everyone from the doctors to the staff are very concerned and are invested in every patient,"['doctors', 'patient', 'concerned', 'staff', 'invested']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
Osama Habib bash rat pours Gora kh bar has the best of doctors who are well educated and smart so I like the treatment at this place,"['gora', 'doctors', 'treatment', 'osama', 'educated']","['Neutral', 'Positive', 'Positive', 'Positive', 'Positive']"
Rajbanshi Neuro and multi specialty hospital paid Logan j Gora oh power has fully functional operation theaters ICUs and emergency rooms and good infrastructure so it is a good idea to work for them,"['hospital', 'gora', 'specialty', 'operation', 'rajbanshi']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
all the doctors in BA Ava medicals Madurai main Madurai have good years of experience so you can definitely trust them without fear,"['madurai', 'doctors', 'medicals', 'trust', 'ava']","['Positive', 'Positive', 'Neutral', 'Positive', 'Positive']"
this hospital offers adult and newborn intensive care units operation theatres and their services are just the best as are their staff and doctors,"['hospital', 'theatres', 'services', 'newborn', 'operation']","['Positive', 'Neutral', 'Positive', 'Neutral', 'Neutral']"
the intensive care unit at Prag at I maternity and surgical clinic can rag hat Gora kh pair has a state of the art intensive care unit for adults and kids and my child was well taken care of and she is fully fine now,"['gora', 'maternity', 'clinic', 'intensive', 'surgical']","['Positive', 'Neutral', 'Neutral', 'Positive', 'Neutral']"
a Hana hospitals Madurai is fully supported with the best technology amenities and facilities so you do not have to worry at all,"['madurai', 'hana', 'hospitals', 'facilities', 'amenities']","['Neutral', 'Neutral', 'Neutral', 'Positive', 'Positive']"
the ICUs and theatres at this hospital are really well equipped and the pharmacy is open x,"['hospital', 'pharmacy', 'icus', 'theatres', 'open']","['Positive', 'Neutral', 'Positive', 'Positive', 'Positive']"
this hospital offers advanced treatment by following international medical standards and procedures,"['hospital', 'treatment', 'medical', 'international', 'procedures']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
this hospital has tailor made packages for surgery to suit every economic class needs so you need not worry about the cost of treatment,"['hospital', 'surgery', 'cost', 'treatment', 'economic']","['Positive', 'Neutral', 'Positive', 'Neutral', 'Positive']"
it is great to get your treatment done for him,"['treatment', 'great']","['Positive', 'Positive']"
this hospital is one I of the most well known hospitals and they have really acclaimed doctors,"['hospitals', 'hospital', 'doctors', 'acclaimed', 'known']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
it just felt that I woke up from sleep,"['woke', 'sleep', 'felt', 'just']","['Negative', 'Neutral', 'Negative', 'Neutral']"
sangam eye hospital transport Nagar Gora kh pair provides a cashless service option if the health insurance providers that you have choose and are on their list and they did take really good care of my daughter who was suffering from dengue,"['dengue', 'gora', 'hospital', 'nagar', 'cashless']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']"
the doctors at Dr Nan or hospital Madurai main Madurai are very sincere and they are very dedicated towards giving their clients amazing results,"['madurai', 'doctors', 'hospital', 'clients', 'dr']","['Positive', 'Positive', 'Neutral', 'Positive', 'Positive']"
the doctors at Prakash hospital ram Nagar Gora kWh we examine your case from all angles and do not just rush you into surgery they will even recommend alternative medicine if required,"['gora', 'surgery', 'hospital', 'nagar', 'prakash']","['Neutral', 'Positive', 'Neutral', 'Neutral', 'Positive']"
"there are a lot of amenities and facilities that these hops it all gives its patients , which are specialist units ICUs diagnostic rooms , surgery rooms and treatment rooms so no matter what you are suffering from you will get a solution here","['patients', 'facilities', 'diagnostic', 'surgery', 'amenities']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
this hospital is really amazing,"['hospital', 'amazing', 'really']","['Positive', 'Positive', 'Positive']"
"I stayed at guardian hospital , she no y Nagar , Madurai for a night and everything was well taken care of for me","['nagar', 'hospital', 'madurai', 'stayed', 'guardian']","['Neutral', 'Positive', 'Neutral', 'Positive', 'Positive']"
"Dr Mohan s diabetes specialists center Anna Nagar , Madurai has doctors who do the surgery using latest technologies and ensure that you will not have any pain","['diabetes', 'surgery', 'madurai', 'mohan', 'nagar']","['Neutral', 'Positive', 'Neutral', 'Positive', 'Neutral']"
Keys a van hospital east valley street Madurai hires really talented doctors with over years of experience so you know that you are in safe hands,"['hospital', 'madurai', 'doctors', 'van', 'street']","['Neutral', 'Positive', 'Positive', 'Positive', 'Neutral']"
this hospital is a nab h accredited hops it all and it has a very peaceful and calm environment that is filled with skilled and well trained doctors,"['hospital', 'accredited', 'doctors', 'peaceful', 'environment']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
this hops it all is a pioneer of innovation and they use the newest and innovative technologies to give their patients the best results,"['patients', 'innovation', 'innovative', 'technologies', 'results']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
this hospital has an in house the rid party assistance desk that assists you with the process of your media claim really well,"['hospital', 'media', 'party', 'assistance', 'desk']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
I was completely fine now because I followed their advice,"['advice', 'fine', 'followed', 'completely']","['Positive', 'Positive', 'Positive', 'Positive']"
"this hospital has a pharmacy in the hospital , which charges much less for medicines compared to if you buy medicines from outside","['pharmacy', 'medicines', 'hospital', 'compared', 'charges']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
